Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Pediatric OAB-NC - Patient Identification| BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Consider BOTOX® when an oral OAB medication* isn’t working well enough or is intolerable 5 years of age and older Have a…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/patient-id,main_region_2,default,templateIds: tpl_72
Pediatric OAB-NC - Patient Identification| BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/patient-id,site_footer,default,templateIds: tpl_72
MaxEdge Update Profile,Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge-update-profile,header_chrome,default,templateIds: tpl_73
MaxEdge Update Profile,columns,"Major content region in main (div). Preview: // Editor evaluates this script and if the clientlib is not loaded by then, it will fail. Hence triggering an // event a…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge-update-profile,columns,default,templateIds: tpl_73
MaxEdge Update Profile,Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge-update-profile,site_footer,default,templateIds: tpl_73
Pediatric OAB-NC - Efficacy | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/efficacy,header_chrome,default,templateIds: tpl_74
Pediatric OAB-NC - Efficacy | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric OAB-NC Pediatric OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/efficacy,main_region_0,default,templateIds: tpl_74
Pediatric OAB-NC - Efficacy | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Improvements in daytime urinary incontinence episodes at week 61 Within-group improvements from baseline in daytime urin…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/efficacy,columns,default,templateIds: tpl_74
Pediatric OAB-NC - Efficacy | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/efficacy,site_footer,default,templateIds: tpl_74
Indication Coverage Charts,main region 0,Major content region in main (div). Preview: Indication Select Box defaultpanel Charts Analytics Indication Select Box defaultpanel Charts Analytics Percentage of Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/patient-access-and-support/jcr:content/contentpar/columns/0/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,main_region_0,default,templateIds: tpl_75
Login,main region 0,Major content region in main (div). Preview: Session Sign in Analytics MetaData Fragment Session Analytics MetaData Fragment Username* Password* Username or password…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/sign-in/jcr:content/contentpar/background_container/bkgwidthcontainer/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,main_region_0,default,templateIds: tpl_76
Login,Form / subscription,"Email capture, subscribe, or lead form (may include captcha).",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/sign-in/jcr:content/contentpar/background_container/bkgwidthcontainer/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,guidecontainerform,default,templateIds: tpl_76
Forgot Password,main region 0,Major content region in main (div). Preview: Forgot Password Section Analytics Metadata Section Forgot Password Section Analytics Metadata Section We are unable to p…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/forgot-password/jcr:content/contentpar/background_container/bkgwidthcontainer/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,main_region_0,default,templateIds: tpl_77
Forgot Password,Form / subscription,"Email capture, subscribe, or lead form (may include captcha).",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/forgot-password/jcr:content/contentpar/background_container/bkgwidthcontainer/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,guidecontainerform,default,templateIds: tpl_77
Enterprise Base Request aRep,main region 0,Major content region in main (div). Preview: Contact A Rep Panel Analytics Contact A Rep Panel Analytics .. Request a BOTOX® Account Specialist Complete your request…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/request-a-rep/jcr:content/contentpar/columns_1660153004/0/container/containerparsys/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,main_region_0,default,templateIds: tpl_78
Enterprise Base Request aRep,Form / subscription,"Email capture, subscribe, or lead form (may include captcha).",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/request-a-rep/jcr:content/contentpar/columns_1660153004/0/container/containerparsys/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,guidecontainerform,default,templateIds: tpl_78
New Registration Form,main region 0,Major content region in main (div). Preview: Generic Error Section Registration Panel Matchback Password Contact Info Botox Use CID [Hidden] Maxedge User [Hidden] Fr…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/register/jcr:content/contentpar/columns/0/container/containerparsys/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,main_region_0,default,templateIds: tpl_79
New Registration Form,Form / subscription,"Email capture, subscribe, or lead form (may include captcha).",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/content/botoxone/en-us/register/jcr:content/contentpar/columns/0/container/containerparsys/aemform.iframe.en.html?dataRef=&amp;wcmmode=DISABLED,guidecontainerform,default,templateIds: tpl_79
Overactive Bladder - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/safety,header_chrome,default,templateIds: tpl_80
Overactive Bladder - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/safety,main_region_0,default,templateIds: tpl_80
Overactive Bladder - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: BOTOX® safety profile for OAB is well characterized Most common adverse events in BOTOX® pivotal studies Adverse reactio…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/safety,columns,default,templateIds: tpl_80
Overactive Bladder - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: 1.4% OF BOTOX® PATIENTS DISCONTINUED DUE TO ADVERSE EVENTS (n = 552)4 • In pivotal studies, 1.4% of BOTOX® patients (n =…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/safety,main_region_2,default,templateIds: tpl_80
Overactive Bladder - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/safety,site_footer,default,templateIds: tpl_80
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,header_chrome,default,templateIds: tpl_81
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,main_region_0,default,templateIds: tpl_81
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: ACCORDING TO EVIDENCE-BASED, SUBSPECIALTY SOCIETY RECOMMENDATIONS BOTOX® may be offered to patients after failure of 1 a…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,columns,default,templateIds: tpl_81
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA)…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,main_region_2,default,templateIds: tpl_81
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,"Major content region in main (div). Preview: 89% of Medicare-covered lives require ≤ 1 oral OAB medication failure3,‡ 63% of commercially insured lives require ≤ 1 o…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,main_region_4,default,templateIds: tpl_81
Overactive Bladder - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,Major content region in main (div). Preview: A Field Reimbursement Manager (FRM) can help explain BOTOX® payer policies in your area. Request Support…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/patient-id,main_region_5,default,templateIds: tpl_81
